41.824094396715616;12.4073955239966;074916923;2019;02;21_074914;I
41.824094396715616;12.4073955239966;074919580;2019;02;21_074918;I
41.824085798675895;12.407335286918176;074922786;2019;02;21_074921;I
41.823826945273595;12.407060109211951;075012869;2019;02;21_075011;I
41.823782743203466;12.407101442690486;075016072;2019;02;21_075014;I
41.8237474465213;12.407145687677856;075019256;2019;02;21_075018;I
41.82309900523697;12.407963584668185;075136766;2019;02;21_075135;I
41.82307849398055;12.408027766488573;075139967;2019;02;21_075138;I
41.82307849398055;12.408027766488573;075143233;2019;02;21_075141;I
41.82426557005729;12.4077643970244;165312489;2019;02;21_165311;I
41.82426557005729;12.4077643970244;165314098;2019;02;21_165312;I
41.82428998012386;12.407823954714102;165315568;2019;02;21_165314;I
41.82428998012386;12.407823954714102;165317268;2019;02;21_165316;I
41.82428998012386;12.407823954714102;165318775;2019;02;21_165317;I
41.82431785565345;12.407882402429674;165320450;2019;02;21_165319;I
41.824640804911056;12.408659360185409;165423179;2019;02;21_165421;I
41.824640804911056;12.408659360185409;165424686;2019;02;21_165423;I
41.824640804911056;12.408659360185409;165426299;2019;02;21_165425;I
41.824640804911056;12.408659360185409;165427817;2019;02;21_165426;I
41.824640804911056;12.408659360185409;165429417;2019;02;21_165428;I
41.824640804911056;12.408659360185409;165431153;2019;02;21_165429;I
41.82469906435199;12.408541369060218;165451843;2019;02;21_165450;I
41.82469906435199;12.408541369060218;165455086;2019;02;21_165453;I
41.82469906435199;12.408541369060218;165458411;2019;02;21_165456;I
41.82472600620982;12.408357275554167;165634636;2019;02;21_165633;I
41.82472600620982;12.408357275554167;165636372;2019;02;21_165635;I
41.82472600620982;12.408357275554167;165637990;2019;02;21_165636;I
41.82472600620982;12.408357275554167;165639821;2019;02;21_165638;I
41.82472600620982;12.408357275554167;165641592;2019;02;21_165640;I
41.82472600620982;12.408357275554167;165643260;2019;02;21_165641;I
41.82472600620982;12.408357275554167;165741162;2019;02;21_165739;I
41.82472600620982;12.408357275554167;165744442;2019;02;21_165742;I
41.82472600620982;12.408357275554167;165747726;2019;02;21_165746;I
