41.823747380126576;12.407150165132684;074934338;2019;05;23_074932;I
41.82371067494779;12.4071852351292;074937219;2019;05;23_074935;I
41.82366770009137;12.407234625372634;074938761;2019;05;23_074937;I
41.82366770009137;12.407234625372634;074940340;2019;05;23_074939;I
41.82366770009137;12.407234625372634;074942021;2019;05;23_074940;I
41.82178256597037;12.411635106982734;145842875;2019;05;23_145840;I
41.82178256597037;12.411635106982734;145846256;2019;05;23_145843;I
41.82178256597037;12.411635106982734;145849401;2019;05;23_145847;I
41.824743791630944;12.40849632024407;162133214;2019;05;23_162131;I
41.824743791630944;12.40849632024407;162136509;2019;05;23_162135;I
41.824743791630944;12.40849632024407;162139841;2019;05;23_162138;I
