41.9110967096196;12.53091871961891;072341594;2019;04;15_072339;I
41.9110967096196;12.53091871961891;072343389;2019;04;15_072341;I
41.91105064204575;12.530922603083567;072345265;2019;04;15_072343;I
41.91105326658761;12.530983383336139;072442140;2019;04;15_072440;I
41.91105326658761;12.530983383336139;072443948;2019;04;15_072442;I
41.91105326658761;12.530983383336139;072445854;2019;04;15_072444;I
41.91105326658761;12.530983383336139;072458036;2019;04;15_072456;I
41.91105326658761;12.530983383336139;072459865;2019;04;15_072458;I
41.91105326658761;12.530983383336139;072501632;2019;04;15_072500;I
41.91105326658761;12.530983383336139;072510221;2019;04;15_072508;I
41.91105326658761;12.530983383336139;072512458;2019;04;15_072511;I
41.91102044186995;12.530985594762523;072713890;2019;04;15_072711;I
41.91102044186995;12.530985594762523;072715666;2019;04;15_072714;I
41.91102044186995;12.530985594762523;072717521;2019;04;15_072716;I
41.9111359817596;12.530953124823238;072933310;2019;04;15_072932;I
41.9111359817596;12.530953124823238;072935003;2019;04;15_072933;I
41.9111359817596;12.530953124823238;072936714;2019;04;15_072935;I
41.9111359817596;12.530953124823238;072951878;2019;04;15_072950;I
41.9111359817596;12.530953124823238;072953296;2019;04;15_072952;I
41.9111359817596;12.530953124823238;072955139;2019;04;15_072953;I
41.82216763195488;12.410992644825956;082936340;2019;04;15_082934;I
41.82216763195488;12.410992644825956;082937928;2019;04;15_082936;I
41.82212884294251;12.411076711006112;082939744;2019;04;15_082938;I
