41.92429025870142;12.667771238192065;062749241;0.23765618;
41.92433523651876;12.667813705088033;062751303;0.52271134;
41.92438019767768;12.667820951981335;063051495;0.0;
41.924385269630925;12.667759918360932;063744581;0.29308692;
41.9243409686612;12.667722959649518;063807556;1.0757993;
41.924296259464676;12.667703814667675;063818565;1.745794;
41.92424309282539;12.667666281638054;063820522;2.0794866;
41.92415100454808;12.667602991234785;063822535;2.406464;
41.92410600312211;12.667564748066505;063823546;2.5554843;
41.92404992246395;12.66753613145348;063824559;2.7113261;
41.923990899016374;12.667508062593255;063825562;2.888756;
41.92392472343847;12.667488126923837;063826567;3.07422;
41.92385694323682;12.667470521164084;063827551;3.2866619;
41.92378831978245;12.667442976979972;063828592;3.5375655;
41.92371833473357;12.667418141921264;063829560;3.8178415;
41.92363571763327;12.667371257712565;063830578;7.5601945;
41.923535715604984;12.667322230552642;063831578;7.8855085;
41.92344466588862;12.667260106137107;063832587;8.160074;
41.92335271963029;12.667202145832324;063833562;8.68618;
41.92326359731822;12.667147394852407;063834572;8.876502;
41.923174576462756;12.667093642494049;063835557;9.415626;
41.92308710083651;12.66704214636083;063836562;9.368683;
41.922998183700194;12.666986919522799;063837565;10.281641;
41.92290873225997;12.666924218450982;063838516;10.248787;
41.922815494370354;12.666868019295814;063839519;10.400758;
41.92272392454331;12.666799122749493;063840530;10.73798;
41.92263788740457;12.666724333722192;063841496;11.235959;
41.9225506880145;12.66664496042853;063842515;11.660488;
41.9224602015424;12.666559246903393;063843551;11.863983;
41.92236919937729;12.666468210276122;063844502;12.1615715;
41.92227509146103;12.666371468141126;063845508;12.635115;
41.9221784916922;12.666268251382983;063846534;13.178545;
41.922081897682204;12.666156712978882;063847541;13.351686;
41.921982979450874;12.666043842551698;063848580;13.74372;
41.92188626741927;12.665925718167744;063849518;14.102471;
41.921789415888554;12.665797091450878;063850558;14.402855;
41.9216920131236;12.665666595847677;063851567;14.526082;
41.92159500441644;12.665527443463551;063852556;15.312948;
41.92150453597912;12.665383673023541;063853607;14.884679;
41.92141584992849;12.66523308722865;063854573;15.821374;
41.92131579933193;12.665085402850561;063855561;16.08835;
41.92121447954602;12.664928158574652;063856560;16.916107;
41.921111732649486;12.664759237272921;063857575;17.256952;
